bairro_group,bairro,latitude,longitude,room_type,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count
Brooklyn,South Slope,40.66293,-73.9838,Entire home/apt,1,3,0.06,1
Brooklyn,Williamsburg,40.71344,-73.95702,Entire home/apt,3,2,0.12,1
Bronx,Riverdale,40.88837,-73.90939,Private room,1,202,4.35,1
Brooklyn,Clinton Hill,40.69306,-73.96132,Private room,1,4,1.88,2
Brooklyn,Prospect-Lefferts Gardens,40.66049,-73.96064,Shared room,1,0,0.0,6
Brooklyn,Williamsburg,40.71234,-73.96601,Private room,1,0,0.0,1
Brooklyn,Williamsburg,40.70763,-73.95177,Private room,2,181,1.77,2
Manhattan,Gramercy,40.73573,-73.98755,Entire home/apt,30,5,0.3,1
Brooklyn,South Slope,40.66929,-73.98707,Entire home/apt,5,12,0.43,1
Brooklyn,Williamsburg,40.71266,-73.94829,Private room,15,4,0.07,2
Brooklyn,Sheepshead Bay,40.60111,-73.95702,Private room,2,7,3.82,1
Brooklyn,Williamsburg,40.71056,-73.94906,Private room,1,1,0.02,1
Brooklyn,Crown Heights,40.67317,-73.94104,Private room,2,14,2.68,2
Brooklyn,Bedford-Stuyvesant,40.6797,-73.94084,Private room,1,6,0.66,2
Manhattan,Washington Heights,40.84465,-73.93733,Entire home/apt,2,3,0.07,1
Brooklyn,Bedford-Stuyvesant,40.68763,-73.92694,Private room,30,0,0.0,5
Manhattan,Upper East Side,40.77029,-73.95812,Entire home/apt,3,69,1.78,1
Brooklyn,Bedford-Stuyvesant,40.69114,-73.94601,Private room,5,8,0.1,1
Manhattan,Upper East Side,40.77707,-73.95652,Private room,3,55,1.03,5
Manhattan,Battery Park City,40.70956,-74.01605,Entire home/apt,30,6,0.13,1
Manhattan,Hell's Kitchen,40.76195,-73.99224,Entire home/apt,30,18,0.45,12
Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,Private room,2,11,0.48,1
Queens,East Elmhurst,40.75985,-73.88233,Shared room,1,1,0.41,1
Brooklyn,Bushwick,40.70746,-73.92054,Private room,30,10,0.2,1
Manhattan,Financial District,40.70376,-74.00833,Entire home/apt,29,2,0.24,96
Brooklyn,Red Hook,40.67785,-74.00735,Entire home/apt,30,14,0.55,1
Brooklyn,Boerum Hill,40.68618,-73.98837,Entire home/apt,2,1,0.1,1
Brooklyn,Columbia St,40.68606,-74.00122,Entire home/apt,2,18,0.46,1
Brooklyn,Greenpoint,40.73475,-73.95543,Entire home/apt,4,4,0.13,1
Queens,Long Island City,40.74767,-73.94468,Private room,2,107,2.47,4
Brooklyn,Canarsie,40.64942,-73.89783,Private room,4,4,0.22,4
Manhattan,Harlem,40.8036,-73.95308,Private room,4,0,0.0,1
Brooklyn,Bedford-Stuyvesant,40.68202,-73.92151,Entire home/apt,1,42,3.16,1
Brooklyn,Williamsburg,40.71564,-73.94497,Entire home/apt,1,0,0.0,2
Brooklyn,Bedford-Stuyvesant,40.68519,-73.91494,Private room,3,11,0.24,1
Manhattan,Upper East Side,40.77585,-73.95754,Private room,1,14,0.51,3
Manhattan,East Harlem,40.80604,-73.94233,Private room,3,97,3.07,2
Brooklyn,Bedford-Stuyvesant,40.68463,-73.92617,Entire home/apt,4,0,0.0,1
Manhattan,Financial District,40.70598,-74.00804,Private room,4,2,0.62,1
Brooklyn,East Flatbush,40.64603,-73.94869,Shared room,30,5,0.12,7
Queens,Astoria,40.76327,-73.92457,Entire home/apt,1,7,0.14,1
Brooklyn,Cypress Hills,40.68004,-73.88709,Private room,3,0,0.0,1
Manhattan,Harlem,40.80192,-73.95827,Private room,1,0,0.0,1
Manhattan,East Village,40.72564,-73.98252,Entire home/apt,2,5,0.09,1
Manhattan,Morningside Heights,40.81368,-73.95919,Private room,1,0,0.0,1
Manhattan,Upper East Side,40.77542,-73.95437,Private room,4,48,0.8,5
Queens,Rosedale,40.66818,-73.73399,Entire home/apt,1,30,5.45,1
Manhattan,East Harlem,40.79945,-73.9346,Private room,3,54,1.36,1
Manhattan,Hell's Kitchen,40.76626,-73.98338,Entire home/apt,30,1,0.06,121
Manhattan,Morningside Heights,40.80414,-73.96576,Entire home/apt,2,23,1.18,1
Manhattan,Upper East Side,40.76578,-73.95443,Private room,2,61,2.85,2
Manhattan,East Village,40.72597,-73.9838,Private room,2,0,0.0,1
Brooklyn,Williamsburg,40.71417,-73.94123,Entire home/apt,3,4,1.32,1
Brooklyn,Bushwick,40.69918,-73.92886,Private room,2,32,0.64,3
Manhattan,Upper West Side,40.79509,-73.96649,Entire home/apt,30,0,0.0,96
Manhattan,East Village,40.72728,-73.98954,Private room,7,25,1.1,2
Manhattan,Chelsea,40.74526,-73.99545,Private room,14,1,0.02,1
Brooklyn,Bedford-Stuyvesant,40.69304,-73.94349,Private room,2,15,1.77,3
Queens,Sunnyside,40.73707,-73.91867,Entire home/apt,1,14,1.47,8
Manhattan,Midtown,40.7496,-73.98244,Entire home/apt,6,35,2.48,1
Brooklyn,Crown Heights,40.67042,-73.95608,Entire home/apt,2,76,1.3,1
Brooklyn,Crown Heights,40.66588,-73.95677,Entire home/apt,3,60,1.34,1
Brooklyn,Bushwick,40.70012,-73.93062,Private room,3,19,0.31,1
Brooklyn,Prospect-Lefferts Gardens,40.6589,-73.94975,Entire home/apt,4,0,0.0,1
Brooklyn,Bushwick,40.69961,-73.93138,Private room,3,4,0.39,2
Queens,Ridgewood,40.70947,-73.90039,Private room,2,0,0.0,1
Brooklyn,Kensington,40.64584,-73.97711,Entire home/apt,3,57,2.38,3
Manhattan,Upper East Side,40.76942,-73.96705,Entire home/apt,30,7,0.19,12
Brooklyn,East New York,40.67539,-73.90207,Entire home/apt,2,55,2.89,1
Brooklyn,Park Slope,40.67489,-73.97963,Private room,2,120,2.47,2
Bronx,Baychester,40.87223,-73.84335,Entire home/apt,3,206,4.98,2
Manhattan,Harlem,40.81027,-73.94639,Entire home/apt,5,31,0.49,2
Manhattan,Lower East Side,40.71826,-73.99079,Entire home/apt,5,6,0.47,1
Queens,Queens Village,40.72348,-73.75269,Entire home/apt,2,41,6.51,1
Manhattan,Hell's Kitchen,40.75975,-73.9944,Private room,2,0,0.0,1
Brooklyn,Bushwick,40.69544,-73.93221,Entire home/apt,3,1,0.03,1
Brooklyn,Bedford-Stuyvesant,40.6901,-73.95139,Private room,2,1,0.54,2
Brooklyn,Bedford-Stuyvesant,40.68314,-73.92981,Private room,2,90,3.1,1
Queens,Long Island City,40.75508,-73.93258,Entire home/apt,2,0,0.0,1
Brooklyn,Bushwick,40.70515,-73.925,Private room,1,0,0.0,1
Bronx,Morrisania,40.82398,-73.90894,Shared room,1,0,0.0,4
Brooklyn,Crown Heights,40.67677,-73.93783,Private room,3,1,0.03,1
Queens,Astoria,40.76529,-73.91137,Entire home/apt,5,1,0.16,1
Manhattan,Financial District,40.70747,-74.00663,Entire home/apt,1,15,1.18,8
Queens,Sunnyside,40.74597,-73.91434,Private room,3,26,1.82,1
Brooklyn,Park Slope,40.67211,-73.976,Entire home/apt,3,27,0.45,1
Manhattan,Hell's Kitchen,40.76708,-73.98295,Private room,6,4,0.45,1
Manhattan,Harlem,40.80334,-73.94805,Private room,3,14,0.16,3
Manhattan,SoHo,40.72256,-73.99767,Entire home/apt,5,7,0.09,2
Queens,Ditmars Steinway,40.77755,-73.90599,Entire home/apt,7,2,0.03,1
Manhattan,East Village,40.7257,-73.98635,Entire home/apt,1,38,3.41,1
Manhattan,Hell's Kitchen,40.76777,-73.98932,Entire home/apt,1,0,0.0,1
Brooklyn,Bedford-Stuyvesant,40.68442,-73.95639,Private room,2,6,0.12,1
Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.96121,Entire home/apt,3,14,3.21,1
Manhattan,Midtown,40.76394,-73.98154,Entire home/apt,30,0,0.0,96
Brooklyn,Bushwick,40.70126,-73.93731,Private room,1,0,0.0,1
Brooklyn,Crown Heights,40.67484,-73.94084,Private room,1,0,0.0,1
Manhattan,Lower East Side,40.71944,-73.99396,Entire home/apt,2,47,2.19,1
Manhattan,Upper East Side,40.7829,-73.94694,Entire home/apt,2,53,1.19,1
Brooklyn,Williamsburg,40.71345,-73.95,Entire home/apt,2,17,1.83,2
Manhattan,Harlem,40.82279,-73.95139,Private room,3,11,0.87,3
Brooklyn,Bushwick,40.69544,-73.93046,Entire home/apt,3,0,0.0,1
Manhattan,Upper West Side,40.77976,-73.97837,Private room,7,11,1.16,1
Manhattan,Upper West Side,40.78116,-73.9786,Entire home/apt,1,0,0.0,1
Brooklyn,Borough Park,40.62251,-73.99397,Entire home/apt,14,93,2.06,1
Queens,Sunnyside,40.74361,-73.91662,Entire home/apt,30,9,0.12,2
Manhattan,Harlem,40.81627,-73.93512,Private room,2,9,0.26,4
Manhattan,Washington Heights,40.85329,-73.9291,Entire home/apt,2,29,1.96,4
Brooklyn,Windsor Terrace,40.64921,-73.97971,Entire home/apt,1,0,0.0,2
Manhattan,Harlem,40.82438,-73.9502,Entire home/apt,4,4,0.11,1
Brooklyn,Prospect Heights,40.67998,-73.96743,Entire home/apt,3,12,0.2,1
Manhattan,East Village,40.72222,-73.98221,Entire home/apt,2,7,3.28,2
Brooklyn,Clinton Hill,40.69538,-73.9701,Entire home/apt,30,0,0.0,1
Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,5,104,1.04,1
Manhattan,Harlem,40.80419,-73.94792,Shared room,1,1,0.16,1
Brooklyn,Bushwick,40.69735,-73.9327,Entire home/apt,3,84,2.95,1
Brooklyn,Bushwick,40.68781,-73.91421,Entire home/apt,3,18,0.45,3
Manhattan,Murray Hill,40.74713,-73.98075,Private room,2,8,0.43,1
Manhattan,Harlem,40.80063,-73.95389,Private room,4,39,1.65,1
Bronx,Longwood,40.82445,-73.90341,Private room,2,1,0.09,3
Brooklyn,Bedford-Stuyvesant,40.6925,-73.94214,Private room,1,11,1.77,1
Brooklyn,Williamsburg,40.70722,-73.94121,Private room,27,4,0.44,2
Brooklyn,East Flatbush,40.65226,-73.94521,Private room,7,2,0.98,9
Brooklyn,Bedford-Stuyvesant,40.69418,-73.94409,Private room,2,2,1.28,3
Brooklyn,Williamsburg,40.71432,-73.94615,Entire home/apt,2,25,0.65,1
Brooklyn,Bedford-Stuyvesant,40.67956,-73.93806,Private room,4,0,0.0,1
Brooklyn,Crown Heights,40.66847,-73.95225,Private room,4,0,0.0,3
Brooklyn,Bushwick,40.69398,-73.90719,Private room,30,1,0.15,6
Manhattan,Hell's Kitchen,40.76769,-73.98681,Shared room,1,4,2.22,5
Queens,Ridgewood,40.70463,-73.91183,Entire home/apt,3,1,0.16,2
Brooklyn,Williamsburg,40.7126,-73.96347,Entire home/apt,3,4,0.15,1
Manhattan,East Harlem,40.79383,-73.94968,Private room,1,98,4.39,2
Manhattan,Harlem,40.80379,-73.94434,Private room,1,25,0.97,2
Brooklyn,Greenpoint,40.72618,-73.94971,Private room,5,0,0.0,1
Queens,St. Albans,40.69544,-73.77663,Private room,1,81,8.02,1
Brooklyn,Park Slope,40.68082,-73.97713,Entire home/apt,3,120,3.51,2
Manhattan,Upper East Side,40.76374,-73.96583,Entire home/apt,1,0,0.0,1
Brooklyn,Bushwick,40.69857,-73.9142,Entire home/apt,1,0,0.0,1
Manhattan,East Village,40.72578,-73.98448,Private room,4,12,0.16,1
Brooklyn,Midwood,40.61291,-73.94972,Entire home/apt,2,20,0.41,1
Brooklyn,Bedford-Stuyvesant,40.68988,-73.95826,Entire home/apt,30,6,0.43,1
Manhattan,Harlem,40.82389,-73.95266,Private room,2,0,0.0,2
Manhattan,Midtown,40.75426,-73.98968,Entire home/apt,3,1,1.0,1
Brooklyn,Flatbush,40.63927,-73.9636,Entire home/apt,4,9,3.97,2
Brooklyn,Bedford-Stuyvesant,40.69379,-73.94539,Entire home/apt,2,37,0.88,1
Manhattan,West Village,40.73506,-74.00518,Entire home/apt,1,0,0.0,1
Manhattan,Upper East Side,40.78016,-73.95029,Entire home/apt,3,0,0.0,1
Brooklyn,Clinton Hill,40.68275,-73.96542,Entire home/apt,2,7,0.13,1
Queens,East Elmhurst,40.77102,-73.87287,Private room,1,42,12.12,5
Manhattan,Morningside Heights,40.8117,-73.9555,Entire home/apt,2,21,0.3,1
Manhattan,East Harlem,40.79796,-73.93921,Private room,32,57,1.46,2
Brooklyn,Williamsburg,40.71699,-73.96167,Entire home/apt,3,6,1.94,1
Manhattan,Upper East Side,40.77128,-73.95787,Private room,4,19,0.6,1
Brooklyn,Bedford-Stuyvesant,40.68599,-73.95182,Private room,6,81,1.35,3
Manhattan,Upper West Side,40.78965,-73.96993,Entire home/apt,1,9,0.48,1
Queens,Ditmars Steinway,40.77975,-73.92087,Entire home/apt,14,0,0.0,1
Manhattan,Lower East Side,40.72054,-73.98471,Entire home/apt,3,4,0.15,1
Brooklyn,Williamsburg,40.71009,-73.95842,Private room,3,4,3.53,1
Brooklyn,Bedford-Stuyvesant,40.68696,-73.94391,Private room,1,27,2.58,2
Brooklyn,Bedford-Stuyvesant,40.68201,-73.95553,Entire home/apt,30,6,0.18,1
Manhattan,Upper West Side,40.78293,-73.97667,Entire home/apt,3,4,0.08,1
Manhattan,East Village,40.72333,-73.97934,Entire home/apt,2,3,0.45,1
Brooklyn,Bushwick,40.70087,-73.92351,Private room,2,90,2.57,3
Bronx,Mott Haven,40.81072,-73.92031,Private room,1,32,3.31,4
Brooklyn,Bedford-Stuyvesant,40.68438,-73.95688,Private room,2,64,2.73,3
Brooklyn,Bedford-Stuyvesant,40.67762,-73.91565,Private room,30,0,0.0,5
Manhattan,East Village,40.72415,-73.97451,Private room,1,95,3.28,1
Queens,Jackson Heights,40.74951,-73.89378,Private room,30,2,0.56,37
Manhattan,Washington Heights,40.84857,-73.94193,Private room,3,0,0.0,1
Brooklyn,Clinton Hill,40.68332,-73.96271,Entire home/apt,6,35,0.76,1
Manhattan,East Harlem,40.80857,-73.93951,Private room,1,0,0.0,1
Brooklyn,Williamsburg,40.7198,-73.95741,Entire home/apt,3,9,1.44,1
Queens,Astoria,40.76553,-73.91625,Entire home/apt,4,15,1.73,1
Bronx,Fieldston,40.896,-73.89964,Private room,1,11,3.47,2
Manhattan,East Village,40.72611,-73.98208,Entire home/apt,1,6,3.53,2
Brooklyn,Williamsburg,40.71112,-73.95382,Private room,5,3,0.12,1
Manhattan,Upper West Side,40.77927,-73.97649,Private room,28,0,0.0,1
Brooklyn,Greenpoint,40.73081,-73.95184,Entire home/apt,2,3,0.2,1
Manhattan,Chelsea,40.7487,-73.99514,Private room,2,134,3.42,1
Manhattan,East Village,40.72444,-73.98136,Private room,3,1,0.03,1
Manhattan,Greenwich Village,40.73679,-73.99592,Private room,1,4,1.52,2
Manhattan,Harlem,40.82101,-73.94582,Entire home/apt,3,82,1.09,1
Manhattan,Upper East Side,40.76066,-73.96372,Entire home/apt,20,16,0.6,1
Queens,Long Island City,40.75255,-73.93128,Private room,1,0,0.0,5
Queens,Ditmars Steinway,40.77714,-73.91071,Entire home/apt,2,81,4.31,1
Brooklyn,Sunset Park,40.65135,-74.00487,Private room,1,18,1.87,4
Manhattan,Little Italy,40.71912,-73.99776,Private room,2,6,0.13,1
Brooklyn,East Flatbush,40.64171,-73.94721,Private room,1,1,0.3,2
Brooklyn,Prospect-Lefferts Gardens,40.65682,-73.95875,Entire home/apt,3,0,0.0,2
Queens,Richmond Hill,40.69604,-73.82449,Private room,1,424,8.86,5
Manhattan,East Village,40.72493,-73.97571,Private room,2,26,2.23,1
Manhattan,Chelsea,40.74016,-74.00049,Private room,1,14,0.27,1
Manhattan,Hell's Kitchen,40.76152,-73.98678,Entire home/apt,30,3,0.09,87
Brooklyn,Greenpoint,40.72587,-73.94122,Entire home/apt,5,2,0.06,1
Brooklyn,Prospect-Lefferts Gardens,40.65993,-73.95725,Entire home/apt,1,151,3.86,1
Manhattan,East Village,40.72105,-73.9814,Private room,1,1,0.07,1
Manhattan,East Village,40.72728,-73.98865,Private room,14,13,0.65,1
Brooklyn,Williamsburg,40.71723,-73.96285,Private room,1,0,0.0,1
Brooklyn,Crown Heights,40.67812,-73.94618,Entire home/apt,3,30,3.96,3
Manhattan,Midtown,40.75494,-73.96437,Private room,3,2,0.33,1
Brooklyn,Prospect-Lefferts Gardens,40.65757,-73.95015,Private room,1,0,0.0,1
Brooklyn,Williamsburg,40.71251,-73.94148,Private room,1,1,0.05,1
Queens,Woodside,40.74496,-73.89534,Entire home/apt,1,118,6.0,1
Brooklyn,Brownsville,40.67511,-73.90836,Entire home/apt,2,0,0.0,1
Queens,Astoria,40.76836,-73.91445,Entire home/apt,2,18,0.49,1
Brooklyn,Williamsburg,40.71465,-73.95499,Private room,2,11,1.9,3
Manhattan,East Village,40.725,-73.97711,Entire home/apt,8,6,0.27,1
Brooklyn,Bushwick,40.70426,-73.92551,Private room,8,7,0.36,1
Manhattan,Kips Bay,40.74033,-73.98268,Entire home/apt,365,7,0.19,1
Manhattan,Harlem,40.8159,-73.9396,Private room,1,4,1.14,9
Manhattan,Harlem,40.81635,-73.94467,Entire home/apt,4,119,3.21,4
Manhattan,Lower East Side,40.71422,-73.9896,Entire home/apt,2,2,1.76,1
Brooklyn,East Flatbush,40.6453,-73.94669,Entire home/apt,93,19,0.54,1
Brooklyn,Williamsburg,40.71958,-73.96123,Entire home/apt,2,19,0.58,1
Brooklyn,Cobble Hill,40.68846,-73.99557,Entire home/apt,2,19,3.63,1
Manhattan,Upper West Side,40.79794,-73.97188,Private room,1,14,0.52,1
Manhattan,East Village,40.72853,-73.98762,Private room,2,6,0.87,1
Staten Island,Todt Hill,40.61041,-74.11593,Entire home/apt,3,2,0.86,3
Manhattan,Inwood,40.85988,-73.92709,Private room,1,13,1.18,2
Brooklyn,Williamsburg,40.70678,-73.94918,Entire home/apt,2,84,2.19,1
Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,9,3,0.04,2
Brooklyn,Bushwick,40.69924,-73.93052,Private room,4,0,0.0,2
Queens,Astoria,40.77451,-73.92712,Entire home/apt,2,68,4.33,1
Brooklyn,Sunset Park,40.65012,-74.00867,Private room,7,0,0.0,1
Brooklyn,South Slope,40.66036,-73.98494,Entire home/apt,5,10,1.6,1
Queens,Flushing,40.76671,-73.81935,Entire home/apt,1,8,2.82,4
Brooklyn,Bushwick,40.6982,-73.92852,Private room,1,159,2.89,4
Brooklyn,Greenpoint,40.71913,-73.95041,Private room,30,3,0.14,6
Brooklyn,Bushwick,40.70278,-73.92673,Private room,15,21,0.29,3
Manhattan,East Village,40.73164,-73.98454,Entire home/apt,3,10,0.23,1
Manhattan,East Village,40.732,-73.98759,Private room,1,0,0.0,1
Manhattan,Midtown,40.76657,-73.98201,Entire home/apt,30,1,0.12,121
Manhattan,Washington Heights,40.83776,-73.94087,Private room,2,43,0.85,2
Brooklyn,Williamsburg,40.71894,-73.96403,Entire home/apt,3,23,0.63,1
Queens,Sunnyside,40.73748,-73.92894,Private room,7,6,0.18,1
Manhattan,Upper East Side,40.78007,-73.94677,Entire home/apt,4,1,0.02,1
Manhattan,Upper West Side,40.79155,-73.97477,Entire home/apt,30,0,0.0,96
Brooklyn,East Flatbush,40.65926,-73.93468,Private room,2,1,1.0,2
Brooklyn,Sea Gate,40.57774,-74.01022,Private room,1,2,0.05,3
Manhattan,Chelsea,40.74314,-73.99898,Private room,1,2,0.1,1
Queens,Jamaica,40.68695,-73.8045,Private room,1,61,3.3,3
Brooklyn,Park Slope,40.66519,-73.97793,Entire home/apt,9,1,0.16,1
Bronx,Kingsbridge,40.88587,-73.89865,Private room,4,0,0.0,1
Manhattan,Lower East Side,40.71894,-73.99293,Entire home/apt,2,147,3.9,3
Brooklyn,Downtown Brooklyn,40.69739,-73.98444,Entire home/apt,7,0,0.0,1
Queens,Astoria,40.76701,-73.91208,Private room,1,2,1.05,3
Manhattan,East Village,40.72781,-73.97646,Entire home/apt,3,42,0.77,1
Manhattan,East Harlem,40.78757,-73.95089,Private room,2,98,5.19,1
Manhattan,Upper West Side,40.79655,-73.96285,Entire home/apt,30,0,0.0,1
Brooklyn,Kensington,40.64187,-73.97376,Entire home/apt,7,0,0.0,1
Manhattan,Hell's Kitchen,40.75878,-73.99011,Entire home/apt,5,7,1.53,1
